order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO66272,8367,247,9/13/2013,9/20/2013,9/25/2013,55,1,55
SO66273,312,259,9/13/2013,9/20/2013,9/25/2013,2,1,2
SO66274,508,286,9/13/2013,9/20/2013,9/25/2013,25,1,25
SO66274,508,259,9/13/2013,9/20/2013,9/25/2013,2,1,2
SO66275,18172,286,9/13/2013,9/20/2013,9/25/2013,25,1,25
SO66276,14191,287,9/13/2013,9/20/2013,9/25/2013,33,1,33
SO66276,14191,290,9/13/2013,9/20/2013,9/25/2013,4,1,4
SO66277,15089,282,9/13/2013,9/20/2013,9/25/2013,25,1,25
SO66277,15089,234,9/13/2013,9/20/2013,9/25/2013,24,1,24
SO66278,12296,283,9/13/2013,9/20/2013,9/25/2013,30,1,30
SO66278,12296,289,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66279,13982,287,9/13/2013,9/20/2013,9/25/2013,33,1,33
SO66280,10469,104,9/13/2013,9/20/2013,9/25/2013,10,1,10
SO66280,10469,247,9/13/2013,9/20/2013,9/25/2013,55,1,55
SO66281,9295,272,9/13/2013,9/20/2013,9/25/2013,70,1,70
SO66281,9295,250,9/13/2013,9/20/2013,9/25/2013,50,1,50
SO66282,7397,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66282,7397,234,9/13/2013,9/20/2013,9/25/2013,24,1,24
SO66283,7405,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66284,5242,273,9/13/2013,9/20/2013,9/25/2013,70,1,70
SO66285,8167,274,9/13/2013,9/20/2013,9/25/2013,70,1,70
SO66286,16020,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66287,5656,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66287,5656,245,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66288,4164,289,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66288,4164,259,9/13/2013,9/20/2013,9/25/2013,2,1,2
SO66289,8939,289,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66290,10843,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66290,10843,166,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66290,10843,244,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66291,9804,290,9/13/2013,9/20/2013,9/25/2013,4,1,4
SO66291,9804,245,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66292,11710,288,9/13/2013,9/20/2013,9/25/2013,29,1,29
SO66293,11802,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66294,12446,288,9/13/2013,9/20/2013,9/25/2013,29,1,29
SO66295,5388,291,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66295,5388,248,9/13/2013,9/20/2013,9/25/2013,50,1,50
SO66296,8641,174,9/13/2013,9/20/2013,9/25/2013,22,1,22
SO66296,8641,104,9/13/2013,9/20/2013,9/25/2013,10,1,10
SO66296,8641,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66296,8641,246,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66297,2040,116,9/13/2013,9/20/2013,9/25/2013,769,1,769
SO66297,2040,273,9/13/2013,9/20/2013,9/25/2013,70,1,70
SO66298,3747,118,9/13/2013,9/20/2013,9/25/2013,769,1,769
SO66298,3747,274,9/13/2013,9/20/2013,9/25/2013,70,1,70
SO66298,3747,251,9/13/2013,9/20/2013,9/25/2013,50,1,50
SO66299,4841,122,9/13/2013,9/20/2013,9/25/2013,2295,1,2295
SO66299,4841,259,9/13/2013,9/20/2013,9/25/2013,2,1,2
SO66300,4981,120,9/13/2013,9/20/2013,9/25/2013,2295,1,2295
SO66301,4631,144,9/13/2013,9/20/2013,9/25/2013,742,1,742
SO66301,4631,166,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66302,4263,136,9/13/2013,9/20/2013,9/25/2013,1701,1,1701
SO66303,14832,133,9/13/2013,9/20/2013,9/25/2013,1120,1,1120
SO66303,14832,276,9/13/2013,9/20/2013,9/25/2013,54,1,54
SO66303,14832,166,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66304,6915,130,9/13/2013,9/20/2013,9/25/2013,1120,1,1120
SO66305,6920,134,9/13/2013,9/20/2013,9/25/2013,1120,1,1120
SO66305,6920,246,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66306,16690,127,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66307,10557,140,9/13/2013,9/20/2013,9/25/2013,2443,1,2443
SO66307,10557,245,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66307,10557,280,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66308,15628,152,9/13/2013,9/20/2013,9/25/2013,742,1,742
SO66309,12142,127,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66309,12142,294,9/13/2013,9/20/2013,9/25/2013,64,1,64
SO66310,12143,126,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66310,12143,105,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66310,12143,168,9/13/2013,9/20/2013,9/25/2013,8,1,8
SO66311,12163,128,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66311,12163,285,9/13/2013,9/20/2013,9/25/2013,21,1,21
SO66311,12163,259,9/13/2013,9/20/2013,9/25/2013,2,1,2
SO66312,12396,127,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66312,12396,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66312,12396,105,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66313,2721,132,9/13/2013,9/20/2013,9/25/2013,1120,1,1120
SO66313,2721,246,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66314,10150,130,9/13/2013,9/20/2013,9/25/2013,1120,1,1120
SO66314,10150,166,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66314,10150,278,9/13/2013,9/20/2013,9/25/2013,54,1,54
SO66315,7050,136,9/13/2013,9/20/2013,9/25/2013,1701,1,1701
SO66315,7050,244,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66315,7050,251,9/13/2013,9/20/2013,9/25/2013,50,1,50
SO66316,16892,129,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66316,16892,295,9/13/2013,9/20/2013,9/25/2013,5,1,5
SO66316,16892,105,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66316,16892,244,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66316,16892,166,9/13/2013,9/20/2013,9/25/2013,9,1,9
SO66317,13019,128,9/13/2013,9/20/2013,9/25/2013,540,1,540
SO66317,13019,244,9/13/2013,9/20/2013,9/25/2013,35,1,35
SO66318,4028,117,9/14/2013,9/21/2013,9/26/2013,769,1,769
SO66318,4028,283,9/14/2013,9/21/2013,9/26/2013,30,1,30
SO66318,4028,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66319,4209,119,9/14/2013,9/21/2013,9/26/2013,769,1,769
SO66319,4209,273,9/14/2013,9/21/2013,9/26/2013,70,1,70
SO66319,4209,166,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66319,4209,278,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66320,7135,122,9/14/2013,9/21/2013,9/26/2013,2295,1,2295
SO66320,7135,166,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66320,7135,245,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66321,10182,283,9/14/2013,9/21/2013,9/26/2013,30,1,30
SO66321,10182,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66322,15160,273,9/14/2013,9/21/2013,9/26/2013,70,1,70
SO66323,6061,275,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66324,5618,290,9/14/2013,9/21/2013,9/26/2013,4,1,4
SO66324,5618,287,9/14/2013,9/21/2013,9/26/2013,33,1,33
SO66324,5618,276,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66325,140,166,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66325,140,249,9/14/2013,9/21/2013,9/26/2013,50,1,50
SO66326,3100,281,9/14/2013,9/21/2013,9/26/2013,159,1,159
SO66327,2691,125,9/14/2013,9/21/2013,9/26/2013,2320,1,2320
SO66328,9865,140,9/14/2013,9/21/2013,9/26/2013,2443,1,2443
SO66328,9865,168,9/14/2013,9/21/2013,9/26/2013,8,1,8
SO66329,17292,291,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66329,17292,245,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66330,263,290,9/14/2013,9/21/2013,9/26/2013,4,1,4
SO66330,263,287,9/14/2013,9/21/2013,9/26/2013,33,1,33
SO66331,13951,287,9/14/2013,9/21/2013,9/26/2013,33,1,33
SO66331,13951,290,9/14/2013,9/21/2013,9/26/2013,4,1,4
SO66331,13951,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66332,4311,287,9/14/2013,9/21/2013,9/26/2013,33,1,33
SO66332,4311,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66333,9281,282,9/14/2013,9/21/2013,9/26/2013,25,1,25
SO66333,9281,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66333,9281,244,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66334,13508,287,9/14/2013,9/21/2013,9/26/2013,33,1,33
SO66335,678,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66335,678,283,9/14/2013,9/21/2013,9/26/2013,30,1,30
SO66335,678,246,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66335,678,233,9/14/2013,9/21/2013,9/26/2013,24,1,24
SO66336,11038,283,9/14/2013,9/21/2013,9/26/2013,30,1,30
SO66336,11038,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66336,11038,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66336,11038,168,9/14/2013,9/21/2013,9/26/2013,8,1,8
SO66337,10695,104,9/14/2013,9/21/2013,9/26/2013,10,1,10
SO66337,10695,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66337,10695,244,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66338,10431,104,9/14/2013,9/21/2013,9/26/2013,10,1,10
SO66338,10431,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66338,10431,245,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66338,10431,235,9/14/2013,9/21/2013,9/26/2013,24,1,24
SO66339,3459,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66339,3459,104,9/14/2013,9/21/2013,9/26/2013,10,1,10
SO66340,9103,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66340,9103,244,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66341,15181,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66342,6045,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66342,6045,246,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66343,3784,272,9/14/2013,9/21/2013,9/26/2013,70,1,70
SO66344,6857,282,9/14/2013,9/21/2013,9/26/2013,25,1,25
SO66344,6857,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66344,6857,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66345,2531,282,9/14/2013,9/21/2013,9/26/2013,25,1,25
SO66345,2531,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66345,2531,281,9/14/2013,9/21/2013,9/26/2013,159,1,159
SO66346,9947,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66346,9947,276,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66347,17382,288,9/14/2013,9/21/2013,9/26/2013,29,1,29
SO66347,17382,291,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66347,17382,166,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66347,17382,249,9/14/2013,9/21/2013,9/26/2013,50,1,50
SO66348,13150,291,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66348,13150,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66349,6580,174,9/14/2013,9/21/2013,9/26/2013,22,1,22
SO66349,6580,246,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66350,10424,117,9/14/2013,9/21/2013,9/26/2013,769,1,769
SO66350,10424,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66350,10424,283,9/14/2013,9/21/2013,9/26/2013,30,1,30
SO66350,10424,244,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66351,5095,106,9/14/2013,9/21/2013,9/26/2013,540,1,540
SO66351,5095,282,9/14/2013,9/21/2013,9/26/2013,25,1,25
SO66351,5095,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66352,2716,107,9/14/2013,9/21/2013,9/26/2013,540,1,540
SO66352,2716,174,9/14/2013,9/21/2013,9/26/2013,22,1,22
SO66352,2716,245,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66353,4843,120,9/14/2013,9/21/2013,9/26/2013,2295,1,2295
SO66353,4843,284,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66353,4843,289,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66353,4843,245,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66354,4955,123,9/14/2013,9/21/2013,9/26/2013,2320,1,2320
SO66354,4955,104,9/14/2013,9/21/2013,9/26/2013,10,1,10
SO66354,4955,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66355,4962,124,9/14/2013,9/21/2013,9/26/2013,2320,1,2320
SO66355,4962,174,9/14/2013,9/21/2013,9/26/2013,22,1,22
SO66355,4962,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66356,4977,123,9/14/2013,9/21/2013,9/26/2013,2320,1,2320
SO66356,4977,247,9/14/2013,9/21/2013,9/26/2013,55,1,55
SO66357,5427,156,9/14/2013,9/21/2013,9/26/2013,1215,1,1215
SO66357,5427,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66357,5427,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66357,5427,166,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66357,5427,276,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66358,12656,138,9/14/2013,9/21/2013,9/26/2013,1701,1,1701
SO66359,10394,143,9/14/2013,9/21/2013,9/26/2013,2443,1,2443
SO66359,10394,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66359,10394,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66359,10394,234,9/14/2013,9/21/2013,9/26/2013,24,1,24
SO66360,5165,112,9/14/2013,9/21/2013,9/26/2013,565,1,565
SO66360,5165,282,9/14/2013,9/21/2013,9/26/2013,25,1,25
SO66361,3282,163,9/14/2013,9/21/2013,9/26/2013,2384,1,2384
SO66361,3282,291,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66361,3282,288,9/14/2013,9/21/2013,9/26/2013,29,1,29
SO66361,3282,259,9/14/2013,9/21/2013,9/26/2013,2,1,2
SO66362,15610,161,9/14/2013,9/21/2013,9/26/2013,2384,1,2384
SO66362,15610,275,9/14/2013,9/21/2013,9/26/2013,54,1,54
SO66363,3460,159,9/14/2013,9/21/2013,9/26/2013,2384,1,2384
SO66363,3460,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66363,3460,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66364,10275,133,9/14/2013,9/21/2013,9/26/2013,1120,1,1120
SO66364,10275,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66364,10275,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66364,10275,292,9/14/2013,9/21/2013,9/26/2013,64,1,64
SO66365,6860,135,9/14/2013,9/21/2013,9/26/2013,1701,1,1701
SO66365,6860,246,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66366,13053,129,9/14/2013,9/21/2013,9/26/2013,540,1,540
SO66366,13053,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66367,11674,129,9/14/2013,9/21/2013,9/26/2013,540,1,540
SO66367,11674,105,9/14/2013,9/21/2013,9/26/2013,9,1,9
SO66367,11674,295,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66367,11674,247,9/14/2013,9/21/2013,9/26/2013,55,1,55
SO66368,434,164,9/14/2013,9/21/2013,9/26/2013,2384,1,2384
SO66369,18455,147,9/14/2013,9/21/2013,9/26/2013,742,1,742
SO66370,3260,151,9/14/2013,9/21/2013,9/26/2013,742,1,742
SO66371,18459,152,9/14/2013,9/21/2013,9/26/2013,742,1,742
SO66371,18459,288,9/14/2013,9/21/2013,9/26/2013,29,1,29
SO66371,18459,291,9/14/2013,9/21/2013,9/26/2013,5,1,5
SO66371,18459,246,9/14/2013,9/21/2013,9/26/2013,35,1,35
SO66372,1676,165,9/14/2013,9/21/2013,9/26/2013,2384,1,2384
SO66373,14312,137,9/15/2013,9/22/2013,9/27/2013,1701,1,1701
SO66373,14312,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66374,6942,137,9/15/2013,9/22/2013,9/27/2013,1701,1,1701
SO66374,6942,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66374,6942,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66374,6942,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66375,503,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66375,503,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66375,503,245,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66375,503,250,9/15/2013,9/22/2013,9/27/2013,50,1,50
SO66375,503,233,9/15/2013,9/22/2013,9/27/2013,24,1,24
SO66376,147,289,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66377,16594,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66377,16594,166,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66378,5180,287,9/15/2013,9/22/2013,9/27/2013,33,1,33
SO66378,5180,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66379,7708,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66380,1484,123,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66381,3539,117,9/15/2013,9/22/2013,9/27/2013,769,1,769
SO66381,3539,174,9/15/2013,9/22/2013,9/27/2013,22,1,22
SO66381,3539,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66381,3539,166,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66382,5318,116,9/15/2013,9/22/2013,9/27/2013,769,1,769
SO66382,5318,248,9/15/2013,9/22/2013,9/27/2013,50,1,50
SO66383,203,290,9/15/2013,9/22/2013,9/27/2013,4,1,4
SO66383,203,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66384,16992,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66385,15463,282,9/15/2013,9/22/2013,9/27/2013,25,1,25
SO66385,15463,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66386,3329,289,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66386,3329,282,9/15/2013,9/22/2013,9/27/2013,25,1,25
SO66386,3329,234,9/15/2013,9/22/2013,9/27/2013,24,1,24
SO66386,3329,245,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66387,4816,287,9/15/2013,9/22/2013,9/27/2013,33,1,33
SO66387,4816,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66388,12565,289,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66388,12565,283,9/15/2013,9/22/2013,9/27/2013,30,1,30
SO66389,660,279,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66389,660,272,9/15/2013,9/22/2013,9/27/2013,70,1,70
SO66390,9294,273,9/15/2013,9/22/2013,9/27/2013,70,1,70
SO66391,7829,272,9/15/2013,9/22/2013,9/27/2013,70,1,70
SO66391,7829,250,9/15/2013,9/22/2013,9/27/2013,50,1,50
SO66392,13826,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66393,15496,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66393,15496,276,9/15/2013,9/22/2013,9/27/2013,54,1,54
SO66394,18214,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66394,18214,292,9/15/2013,9/22/2013,9/27/2013,64,1,64
SO66395,9190,289,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66396,2302,174,9/15/2013,9/22/2013,9/27/2013,22,1,22
SO66396,2302,104,9/15/2013,9/22/2013,9/27/2013,10,1,10
SO66396,2302,245,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66397,15385,288,9/15/2013,9/22/2013,9/27/2013,29,1,29
SO66397,15385,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66398,14506,290,9/15/2013,9/22/2013,9/27/2013,4,1,4
SO66398,14506,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66399,9955,290,9/15/2013,9/22/2013,9/27/2013,4,1,4
SO66399,9955,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66400,15972,290,9/15/2013,9/22/2013,9/27/2013,4,1,4
SO66400,15972,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66401,11556,285,9/15/2013,9/22/2013,9/27/2013,21,1,21
SO66401,11556,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66401,11556,260,9/15/2013,9/22/2013,9/27/2013,120,1,120
SO66402,4695,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66402,4695,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66403,14663,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66403,14663,247,9/15/2013,9/22/2013,9/27/2013,55,1,55
SO66403,14663,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66404,7954,118,9/15/2013,9/22/2013,9/27/2013,769,1,769
SO66404,7954,168,9/15/2013,9/22/2013,9/27/2013,8,1,8
SO66405,4844,125,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66405,4844,289,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66405,4844,284,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66406,4846,125,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66406,4846,174,9/15/2013,9/22/2013,9/27/2013,22,1,22
SO66406,4846,260,9/15/2013,9/22/2013,9/27/2013,120,1,120
SO66407,4889,125,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66407,4889,174,9/15/2013,9/22/2013,9/27/2013,22,1,22
SO66407,4889,275,9/15/2013,9/22/2013,9/27/2013,54,1,54
SO66408,4781,125,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66408,4781,174,9/15/2013,9/22/2013,9/27/2013,22,1,22
SO66408,4781,260,9/15/2013,9/22/2013,9/27/2013,120,1,120
SO66409,2272,123,9/15/2013,9/22/2013,9/27/2013,2320,1,2320
SO66410,4079,148,9/15/2013,9/22/2013,9/27/2013,742,1,742
SO66411,16134,149,9/15/2013,9/22/2013,9/27/2013,742,1,742
SO66411,16134,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66412,415,147,9/15/2013,9/22/2013,9/27/2013,742,1,742
SO66412,415,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66413,8341,156,9/15/2013,9/22/2013,9/27/2013,1215,1,1215
SO66413,8341,166,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66414,250,165,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66414,250,288,9/15/2013,9/22/2013,9/27/2013,29,1,29
SO66414,250,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66414,250,259,9/15/2013,9/22/2013,9/27/2013,2,1,2
SO66415,4426,135,9/15/2013,9/22/2013,9/27/2013,1701,1,1701
SO66416,16708,126,9/15/2013,9/22/2013,9/27/2013,540,1,540
SO66416,16708,285,9/15/2013,9/22/2013,9/27/2013,21,1,21
SO66417,3311,121,9/15/2013,9/22/2013,9/27/2013,2295,1,2295
SO66417,3311,104,9/15/2013,9/22/2013,9/27/2013,10,1,10
SO66417,3311,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66417,3311,247,9/15/2013,9/22/2013,9/27/2013,55,1,55
SO66418,10561,143,9/15/2013,9/22/2013,9/27/2013,2443,1,2443
SO66418,10561,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66418,10561,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66418,10561,294,9/15/2013,9/22/2013,9/27/2013,64,1,64
SO66419,10218,142,9/15/2013,9/22/2013,9/27/2013,2443,1,2443
SO66419,10218,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66420,10216,141,9/15/2013,9/22/2013,9/27/2013,2443,1,2443
SO66421,15612,161,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66421,15612,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66422,13789,159,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66422,13789,288,9/15/2013,9/22/2013,9/27/2013,29,1,29
SO66422,13789,291,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66423,15704,163,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66423,15704,246,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66424,10623,129,9/15/2013,9/22/2013,9/27/2013,540,1,540
SO66424,10623,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66424,10623,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66424,10623,279,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66425,10345,132,9/15/2013,9/22/2013,9/27/2013,1120,1,1120
SO66425,10345,245,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66426,13193,133,9/15/2013,9/22/2013,9/27/2013,1120,1,1120
SO66426,13193,244,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66427,17420,133,9/15/2013,9/22/2013,9/27/2013,1120,1,1120
SO66427,17420,166,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66427,17420,245,9/15/2013,9/22/2013,9/27/2013,35,1,35
SO66428,16009,126,9/15/2013,9/22/2013,9/27/2013,540,1,540
SO66428,16009,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66428,16009,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66428,16009,278,9/15/2013,9/22/2013,9/27/2013,54,1,54
SO66428,16009,166,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66429,11676,126,9/15/2013,9/22/2013,9/27/2013,540,1,540
SO66429,11676,285,9/15/2013,9/22/2013,9/27/2013,21,1,21
SO66429,11676,292,9/15/2013,9/22/2013,9/27/2013,64,1,64
SO66429,11676,290,9/15/2013,9/22/2013,9/27/2013,4,1,4
SO66430,11646,127,9/15/2013,9/22/2013,9/27/2013,540,1,540
SO66430,11646,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66430,11646,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66431,7141,160,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66431,7141,295,9/15/2013,9/22/2013,9/27/2013,5,1,5
SO66431,7141,105,9/15/2013,9/22/2013,9/27/2013,9,1,9
SO66432,426,164,9/15/2013,9/22/2013,9/27/2013,2384,1,2384
SO66432,426,288,9/15/2013,9/22/2013,9/27/2013,29,1,29
SO66433,2128,282,9/16/2013,9/23/2013,9/28/2013,25,1,25
SO66434,12529,174,9/16/2013,9/23/2013,9/28/2013,22,1,22
SO66434,12529,276,9/16/2013,9/23/2013,9/28/2013,54,1,54
SO66435,9255,290,9/16/2013,9/23/2013,9/28/2013,4,1,4
SO66435,9255,285,9/16/2013,9/23/2013,9/28/2013,21,1,21
SO66435,9255,244,9/16/2013,9/23/2013,9/28/2013,35,1,35
